precio,superficie_total,superficie_util,dormitorios,banos,estacionamientos,tipo
3100,44,42,2,1,0,Departamento
5393.725626,85,85,4,2,1,Departamento
10000,140,130,4,3,1,Departamento
11500,160,160,4,3,2,Departamento
8900,130,123,4,3,1,Departamento
5230.279395,124,118,4,3,1,Departamento
3334.303114,53,50,2,2,1,Departamento
5000,80,80,3,2,1,Departamento
2827.619798,90,90,3,1,2,Departamento
7420,166,154,5,3,1,Departamento
5884.064319,93.4,3.4,3,2,1,Departamento
2288.247235,40,37,1,1,1,Departamento
3922.709546,80,75.45,3,2,1,Departamento
2745.896682,82,76,3,2,0,Departamento
7500,130,110,3,3,1,Departamento
2965,80,80,3,2,0,Departamento
5393.725626,88,88,3,2,1,Departamento
5884.064319,114,110,3,2,1,Departamento
4576.494471,88,75,3,2,1,Departamento
4200,80,80,3,2,1,Departamento
14990,142,142,4,4,2,Departamento
4543.805224,188,185,4,2,0,Departamento
4576.494471,88,88,3,2,1,Departamento
6100,83,83,3,2,1,Departamento
5950,98,88,3,2,2,Departamento
3759.263315,80,80,3,2,1,Departamento
22882.47235,270,270,5,5,0,Departamento
5000,60,54,2,2,0,Departamento
4249.602008,95,95,3,2,0,Departamento
4700,56,56,2,1,0,Departamento
5950,83,73,3,2,1,Departamento
6900,125,125,4,3,1,Departamento
9700,145,135,3,4,1,Departamento
8000,90,90,4,3,1,Departamento
5070,82,75,3,2,1,Departamento
5500,87,75,3,2,2,Departamento
4413.04824,89,80,3,2,1,Departamento
3200,52.6,46,2,2,1,Departamento
3150,46,46,1,1,1,Departamento
3150,46,46,1,1,1,Departamento
3497.749345,67,67,2,2,1,Departamento
3497.749345,67,67,2,2,1,Departamento
9700,140,140,4,4,0,Departamento
4300,89,86,3,2,1,Departamento
3497.749345,67,67,2,2,1,Departamento
3600,67,67,2,2,1,Departamento
3150,46,46,1,1,1,Departamento
3595.817084,85,85,3,2,1,Departamento
3497.749345,67,63,2,2,1,Departamento
3236.235376,80,76,3,2,1,Departamento
4903.386933,75,70,3,2,1,Departamento
3595.817084,91,88,3,2,1,Departamento
5950,88,82,3,2,2,Departamento
3150,48,46,1,1,1,Departamento
11441.23618,213,195,5,4,2,Departamento
3150,48,46,1,1,1,Departamento
5557.171857,100,100,3,2,1,Departamento
3497.749345,65,60,2,2,1,Departamento
2827.619798,90,90,3,1,2,Departamento
4160,110,70,3,2,1,Departamento
2778.585929,40,40,1,1,0,Departamento
3595.817084,100,78,3,2,1,Departamento
7943.486831,140,130,4,3,1,Departamento
3150,46,43,1,1,1,Departamento
3300,34,4,1,1,1,Departamento
6145.578289,155,145,4,2,0,Departamento
9500,155,140,3,2,2,Departamento
4086.155777,170,70,3,2,1,Departamento
7100,87,87,2,2,1,Departamento
13500,180,140,4,3,2,Departamento
3759.263315,51,51,1,1,1,Departamento
4800,75,67,3,2,1,Departamento
10800,137.19,103.47,3,3,2,Departamento
8300,93.7,93.7,2,2,1,Departamento
4600,50,48,2,1,1,Departamento
7900,111,90,3,2,1,Departamento
8200,130,110,3,2,1,Departamento
7900,140,140,4,3,2,Departamento
7900,130,120,3,2,2,Departamento
5393.725626,155,75,3,2,1,Departamento
7250,92.26,92.26,2,2,1,Departamento
11500,160,160,3,3,1,Departamento
5400,60,60,1,1,1,Departamento
8500,140,140,3,3,2,Departamento
11000,95,95,4,2,2,Departamento
12500,140,140,3,3,2,Departamento
3300,35,35,1,1,1,Departamento
12000,161,111,3,3,2,Departamento
5721,76.88,76.88,3,2,2,Departamento
3770,53,50,2,1,2,Departamento
4800,76,68,2,2,1,Departamento
12900,163,131,4,3,2,Departamento
6210.956782,147,128.28,3,2,1,Departamento
10500,13000,11500,4,2,2,Departamento
9500,113.55,91,3,2,2,Departamento
11400,149.94,123.76,3,3,2,Departamento
7236,106,80,2,2,1,Departamento
4450,100,90,3,2,1,Departamento
7990,135,95,4,2,2,Departamento
9998,118,98,3,2,1,Departamento
5200,96,96,3,2,1,Departamento
6550,126,96,2,2,0,Departamento
8490,130,130,3,3,1,Departamento
14000,214,140,4,3,2,Departamento
7800,140,140,3,3,1,Departamento
9500,139,109,3,3,2,Departamento
3700,50,50,2,1,1,Departamento
5850,85,70,2,2,1,Departamento
5850,85,70,2,2,1,Departamento
14280,214,168,4,3,2,Departamento
5500,83,83,3,2,1,Departamento
9800,120,120,4,3,1,Departamento
6701.295475,120,120,5,3,1,Departamento
5900,85,80,3,2,2,Departamento
4600,5000,4400,1,1,1,Departamento
4838.00844,105,100,3,3,0,Departamento
4300,45,45,1,1,1,Departamento
8100,93,76,2,2,1,Departamento
55000,700,700,7,6,9,Departamento
20000,290,190,5,5,3,Departamento
4100,90,75,3,2,1,Departamento
4739.940702,51,48,2,1,1,Departamento
9500,140,110,3,2,2,Departamento
10500,95,95,4,2,1,Departamento
5700,84,66,2,2,1,Departamento
6800,80,70,3,2,2,Departamento
9750,69,69,2,2,1,Departamento
20000,260,245,4,3,2,Departamento
8100,93,93,2,2,1,Departamento
3200,48,48,1,1,1,Departamento
3900,44,37,1,1,1,Departamento
6000,80,80,3,2,2,Departamento
4800,77,77,3,2,1,Departamento
4020.777285,71,68,3,2,1,Departamento
5600,129,120,3,2,1,Departamento
7000,110,80,3,3,1,Departamento
5800,64,52,2,2,1,Departamento
4800,77,77,3,2,1,Departamento
5500,95,85,3,2,1,Departamento
3187.201506,46,46,2,1,0,Departamento
13500,188,168,5,4,2,Departamento
3100,45,40,1,1,1,Departamento
9250,120,110,3,3,2,Departamento
7000,110,80,3,3,1,Departamento
7900,111,111,3,2,1,Departamento
6290,76,69,3,2,1,Departamento
5500,83,83,3,2,1,Departamento
7236,96.08,74.88,2,2,1,Departamento
7236,96.08,74.88,2,2,1,Departamento
3595.817084,60,48,1,1,1,Departamento
23200,280,280,6,5,4,Departamento
18000,354,333,3,4,3,Departamento
9700,254,208,5,4,2,Departamento
15000,525,246,5,5,3,Departamento
4491,74,65,2,2,1,Departamento
7200,92.26,70.76,2,2,1,Departamento
12900,134,134,3,2,1,Departamento
15000,525,246,5,5,3,Departamento
2900,38,29,1,1,1,Departamento
6400,97,67,2,2,1,Departamento
7100,78,66,2,2,1,Departamento
9800,100,60,2,2,1,Departamento
3150,39,39,1,1,1,Departamento
5500,83,70,3,2,1,Departamento
2615.139697,60,60,2,1,0,Departamento
3759.263315,110,110,3,2,1,Departamento
4900,60,60,1,1,1,Departamento
5230.279395,79,65,2,2,1,Departamento
4020.777285,94,87,3,2,1,Departamento
4903.386933,90,84,2,2,0,Departamento
3759.263315,66,66,2,2,1,Departamento
4543.805224,85,78,3,2,1,Departamento
2288.247235,39,35,1,1,1,Departamento
7500,110,95,3,2,2,Departamento
5700,75,75,2,2,1,Departamento
3170.856883,55,55,2,1,0,Departamento
3791.952561,77,70,2,2,1,Departamento
4249.602008,56,50,2,1,0,Departamento
2288.247235,27,27,1,1,0,Departamento
3750,65.3,56.5,2,2,0,Departamento
5949.442812,90,90,3,2,1,Departamento
4413.04824,83,73,2,2,0,Departamento
2335,42,33,1,1,1,Departamento
5150,115,105,3,2,1,Departamento
2780,35,35,1,1,1,Departamento
6500,90,80,2,2,1,Departamento
6999,99,85,2,2,0,Departamento
3102.209466,58,58,2,2,0,Departamento
5150,74,74,2,2,2,Departamento
3040.099898,50,50,1,1,1,Departamento
3595.817084,55,50,1,1,1,Departamento
6374.403013,200,135,3,2,0,Departamento
6500,97,84,3,2,2,Departamento
4300,70,70,2,2,0,Departamento
19500,250,250,5,4,3,Departamento
25500,315,265,6,4,2,Departamento
5500,92,92,3,2,1,Departamento
6999,90,90,3,2,1,Departamento
3500,56,50,2,2,1,Departamento
55000,700,700,7,7,0,Departamento
4968.765425,110,110,3,2,1,Departamento
4576.494471,70,70,2,2,1,Departamento
4249.602008,50,50,2,1,0,Departamento
2843.964421,50,40,1,1,1,Departamento
4899,75.02,67.35,3,2,1,Departamento
2930,47.2,32.7,1,1,0,Departamento
55000,700,600,6,5,0,Departamento
4249.602008,56,50,2,1,0,Departamento
9800,220,170,4,3,4,Departamento
9500,90,60,2,2,0,Departamento
4495,56,50,2,1,0,Departamento
3691,65,55,2,2,0,Departamento
6900,110,110,3,2,1,Departamento
7200,90,73,3,2,1,Departamento
3090,60,52,2,2,1,Departamento
3800,69,60,2,2,1,Departamento
6300,68,68,2,2,1,Departamento
7028.187937,84.5,84.5,3,2,1,Departamento
7800,125,125,3,3,1,Departamento
4824,63,54,2,2,0,Departamento
4280,81,73,3,2,1,Departamento
15000,228,167,5,4,2,Departamento
6268,120,120,3,3,2,Departamento
7000,95,65,2,2,1,Departamento
3850,65,65,2,2,1,Departamento
2590,49,36,1,1,0,Departamento
4760,98,98,3,2,1,Departamento
4030,53,53,2,1,1,Departamento
6600,126,112,3,2,2,Departamento
4413.04824,100,100,3,2,1,Departamento
8499.204017,155,112,3,3,0,Departamento
4650,88,88,3,2,1,Departamento
8008.865324,120,120,3,3,1,Departamento
4650,73.93,69.93,2,2,1,Departamento
4700,75,70,2,2,1,Departamento
16990,264,174,4,4,0,Departamento
12500,122,86,3,2,2,Departamento
4700,68,60,2,2,0,Departamento
29500,350,230,4,5,3,Departamento
4650,88,88,3,2,1,Departamento
5500,100,90,3,3,1,Departamento
7300,85,70,2,2,1,Departamento
4413.04824,70,70,2,2,1,Departamento
5500,45,45,1,1,1,Departamento
14200,194,140,4,4,2,Departamento
6590,80,80,2,2,1,Departamento
7650,125,125,3,3,1,Departamento
3500,48,46,1,1,1,Departamento
8800,138,138,3,2,1,Departamento
4576.494471,107,97,4,3,1,Departamento
5490,120,120,3,2,1,Departamento
15500,278,197,3,3,3,Departamento
9800,150,120,4,3,1,Departamento
4500,69,60,2,2,1,Departamento
2918,46.1,39.58,1,1,0,Departamento
4249.602008,150,90,3,2,1,Departamento
10700,140,120,5,4,2,Departamento
29000,347.8,228.8,3,5,3,Departamento
8499,100,84,2,2,1,Departamento
7518.52663,120,90,3,3,1,Departamento
18000,250,161,2,2,2,Departamento
5884.064319,95,95,1,2,1,Departamento
4249.602008,56,50,2,1,0,Departamento
4030,53,53,2,1,1,Departamento
8999,120,100,3,3,2,Departamento
5720.618088,72.3,61.5,2,2,1,Departamento
6200,80,58,2,2,1,Departamento
9450,120,90,3,2,2,Departamento
3268.924622,53,45,1,1,0,Departamento
5230.279395,97,85,3,2,1,Departamento
7700,118,91,3,2,1,Departamento
29000,348,348,3,3,3,Departamento
8000,130,130,3,2,1,Departamento
4500,70,70,2,2,1,Departamento
6800,130,120,4,3,1,Departamento
3000,46,40,1,1,1,Departamento
3203.546129,45,41,1,1,0,Departamento
4249.602008,56,50,2,1,0,Departamento
9050,134,120,3,3,1,Departamento
8300,110,110,3,2,1,Departamento
6550,75,60,2,2,1,Departamento
7600,111.25,92.45,2,2,1,Departamento
6000,7111,7097,3,2,2,Departamento
14000,210,210,4,4,2,Departamento
4742,68.69,55.79,2,2,0,Departamento
11000,140,120,3,3,2,Departamento
8300,136,136,4,3,2,Departamento
5600,73,61,2,2,1,Departamento
3672,59,46,1,1,1,Departamento
9500,146,126,4,3,2,Departamento
10800,137,104,3,3,0,Departamento
6374.403013,86,86,3,3,1,Departamento
10000,140,120,3,3,0,Departamento
5300,120,120,3,3,1,Departamento
6374.403013,129,120,5,3,1,Departamento
11900,165,108,4,3,1,Departamento
5300,90,80,3,2,1,Departamento
13180,220,140,4,3,1,Departamento
3595.817084,60,60,2,1,1,Departamento
3100,37,37,1,1,1,Departamento
7500,100,90,2,2,1,Departamento
9000,154.02,122.69,3,3,2,Departamento
5100,63,63,2,2,0,Departamento
6300,100,100,3,3,1,Departamento
8500,80,80,2,2,0,Departamento
7900,130,120,3,2,2,Departamento
3990,66,66,2,2,1,Departamento
3350,38,38,1,1,1,Departamento
5150,132,125,3,2,1,Departamento
7500,100,90,2,2,1,Departamento
5393.725626,100,100,3,3,1,Departamento
4900,82,77,3,2,1,Departamento
15200,250,150,4,3,3,Departamento
10700,145,120,4,4,1,Departamento
4249.602008,74,65,2,2,0,Departamento
5400,63,55,1,1,1,Departamento
4151.53427,86,76,2,2,0,Departamento
10000,100,100,3,3,0,Departamento
5000,55,55,2,2,1,Departamento
8008.865324,125,125,4,3,1,Departamento
4854,75,70,3,2,1,Departamento
2942.03216,44,40,1,1,0,Departamento
15200,250,150,4,3,3,Departamento
6000,65,60,2,2,1,Departamento
7500,97,82,2,2,1,Departamento
6750,100,90,4,2,2,Departamento
6750,100,90,4,2,2,Departamento
12095.0211,232,184,4,3,2,Departamento
2990,37,37,1,1,1,Departamento
5900,75,75,2,2,1,Departamento
7845.419092,102,95,3,2,1,Departamento
6600,99,86,3,2,0,Departamento
8200,130,110,3,2,1,Departamento
3500,70,70,2,3,0,Departamento
7845.419092,102,95,3,2,1,Departamento
6900,82,64,2,2,1,Departamento
5900,83,72,2,2,1,Departamento
5200,75,75,2,2,2,Departamento
7400,104,104,2,2,1,Departamento
4200,70,62,2,2,1,Departamento
6000,65,60,2,2,1,Departamento
9900,120,120,4,3,1,Departamento
12500,154,118,4,3,1,Departamento
8008.865324,125,125,4,3,1,Departamento
12000,160,160,4,2,1,Departamento
4300,77,69,3,2,1,Departamento
19000,330,300,4,4,0,Departamento
6950,87,80,3,2,1,Departamento
6500,81,75,3,2,1,Departamento
18800,157,157,4,4,2,Departamento
7400,122,122,3,3,0,Departamento
23500,270,240,5,4,3,Departamento
11600,240,200,4,3,2,Departamento
6178.267535,87,80,3,2,1,Departamento
5400,111,105,3,2,0,Departamento
5557.171857,130,130,3,3,2,Departamento
4905,96.55,86.4,3,2,1,Departamento
3100,56,47,1,1,1,Departamento
5310,120.67,104.17,3,2,1,Departamento
5042,65,60,2,2,1,Departamento
5990,110,95,3,2,1,Departamento
6537.849244,95,75,2,2,1,Departamento
6700,77,68,3,2,1,Departamento
10500,163,131,5,3,1,Departamento
5042,65,60,2,2,1,Departamento
3563.127838,46,40,1,1,1,Departamento
4500,75,75,2,2,1,Departamento
12500,122,86,3,2,2,Departamento
7000,125,107,3,2,1,Departamento
4800,74.2,74.2,2,2,1,Departamento
4700,55,50,2,2,1,Departamento
4390,60,60,2,2,1,Departamento
9000,120,100,3,3,2,Departamento
8295,102,95,3,2,1,Departamento
4413.04824,69.29,59.29,2,1,0,Departamento
7800,120,120,3,3,1,Departamento
4700,60.33,60,2,2,1,Departamento
10800,180,180,4,3,2,Departamento
10499,135,117,3,2,1,Departamento
13000,200,200,4,3,2,Departamento
4576.494471,80,72,3,2,1,Departamento
4100,51,48,2,1,1,Departamento
4612,46,44,2,1,1,Departamento
3922.709546,75,75,2,2,0,Departamento
7220,70,70,2,2,1,Departamento
56000,700,700,6,6,9,Departamento
4350,58.78,48.34,1,1,1,Departamento
14200,190,140,4,4,2,Departamento
4784,95,95,3,2,1,Departamento
6500,79.66,79.66,2,2,1,Departamento
6120,150,125,3,3,3,Departamento
6210.956782,127,120,3,3,5,Departamento
4900,101,95,3,2,1,Departamento
4350,67,55,1,1,0,Departamento
11980,155,118,4,2,1,Departamento
12500,140,123,4,3,1,Departamento
7500,130,120,3,2,0,Departamento
7000,90,70,3,2,1,Departamento
4200,66,66,2,2,1,Departamento
6500,90,90,3,2,2,Departamento
6000,110,90,2,2,0,Departamento
11800,120,100,3,3,2,Departamento
6000,82,71,3,2,2,Departamento
2700,38,38,1,1,1,Departamento
4576.494471,85,85,3,2,1,Departamento
4500,54.23,41.49,1,1,1,Departamento
7499,95,83,3,2,2,Departamento
10800,140,139,3,3,3,Departamento
5980,90,90,2,2,1,Departamento
3399,37.2,30.4,1,1,1,Departamento
8900,138.65,138.65,3,2,1,Departamento
20000,390,290,5,5,3,Departamento
10400,124,124,4,3,2,Departamento
5700,200,100,3,3,1,Departamento
5400,80,80,2,2,2,Departamento
21500,200,200,4,3,2,Departamento
22000,200,170,5,4,0,Departamento
7500,110,90,3,2,2,Departamento
7000,83,65,2,2,1,Departamento
29000,347,347,3,5,3,Departamento
3100,48,48,1,1,1,Departamento
10800,123,123,3,2,2,Departamento
9100,132,111,3,2,1,Departamento
3700,50,50,1,1,1,Departamento
11400,127.85,109.31,3,2,0,Departamento
19000,180,180,3,4,3,Departamento
7845.419092,102,95,3,2,1,Departamento
3340,61,48,1,1,1,Departamento
2900,36,30,1,1,1,Departamento
14500,174.53,139.96,4,3,2,Departamento
8800,148,124,3,3,1,Departamento
5450,69,69,2,2,2,Departamento
10500,146,146,4,3,2,Departamento
6500,105,95,3,3,1,Departamento
16300,217.53,140,3,3,2,Departamento
7500,94,93,3,2,2,Departamento
2611.870773,25,25,1,1,0,Departamento
11300,130,110,3,3,1,Departamento
6600,98,90,3,2,1,Departamento
4220,57,57,2,2,1,Departamento
8600,154,130,4,4,2,Departamento
4413.04824,83,73,3,2,0,Departamento
6500,79,68,2,2,1,Departamento
6000,81,70,2,2,1,Departamento
14700,213.6,167.7,4,4,2,Departamento
3500,56,48,1,1,1,Departamento
4500,80,80,2,2,1,Departamento
9500,130,110,3,2,2,Departamento
7000,75,65,2,2,0,Departamento
3200,44,36,1,1,1,Departamento
9299,155,139,4,3,2,Departamento
12799,170,170,4,4,2,Departamento
12900,140,121,3,3,1,Departamento
6537.849211,113,113,3,2,0,Departamento
6000,99,89,3,2,1,Departamento
4413.04824,68,50,2,2,1,Departamento
9500,140,140,3,3,2,Departamento
3800,53.3,48,2,1,1,Departamento
4249.602008,150,90,3,2,1,Departamento
5570,120,120,4,3,0,Departamento
3490,50,50,1,1,1,Departamento
8200,152,131,3,2,0,Departamento
5884.064319,92,91,3,2,0,Departamento
5900,108,100,3,2,1,Departamento
5150,110,110,3,2,1,Departamento
3100,44,44,1,1,1,Departamento
13500,170,170,3,3,2,Departamento
7230,60,60,1,1,1,Departamento
7500,147,137,3,3,2,Departamento
5162,82,65,3,2,1,Departamento
5393.725626,102,80,3,3,1,Departamento
6500,97,84,3,2,2,Departamento
8000,115,115,2,2,1,Departamento
8400,150,130,4,3,0,Departamento
4750,64.11,67,2,2,1,Departamento
4419,77,64,3,3,0,Departamento
9500,136,130,4,3,2,Departamento
8990,220,170,4,3,4,Departamento
11400,128.5,110,3,2,2,Departamento
6900,85,85,3,2,1,Departamento
21000,345,345,6,5,4,Departamento
7028.187937,110,110,3,2,1,Departamento
4700,76,76,2,2,1,Departamento
3432.370853,74,60,2,1,1,Departamento
6500,80,80,2,2,1,Departamento
25000,411,335,5,5,0,Departamento
9000,150,142,4,3,1,Departamento
6000,105.31,98.31,3,2,1,Departamento
7500,94,82,3,2,2,Departamento
8000,140,120,3,3,2,Departamento
14200,205,144,3,3,2,Departamento
8200,120,120,4,3,1,Departamento
5300,100,100,3,2,1,Departamento
6800,172,148,3,2,1,Departamento
4460,70,70,3,2,1,Departamento
4395,95.72,54.23,1,1,1,Departamento
10000,140,140,3,3,2,Departamento
10500,150,124,3,3,2,Departamento
4800,82,72,3,2,0,Departamento
10500,146,146,4,4,0,Departamento
13200,150,150,3,2,2,Departamento
5600,87,80,2,2,0,Departamento
6590,135,70,3,2,0,Departamento
4800,110,97,4,3,1,Departamento
8200,136,114,3,3,2,Departamento
3759.263315,50,50,1,1,1,Departamento
9900,120,120,4,3,1,Departamento
7499,95,77,2,2,1,Departamento
6300,200,135,3,2,1,Departamento
15499,225,190,4,3,2,Departamento
4665,75,75,3,2,1,Departamento
9900,127,97,3,2,0,Departamento
4800,77,69,3,2,1,Departamento
6500,90,90,3,2,2,Departamento
6499,128,110,3,3,1,Departamento
8800,135,110,3,3,1,Departamento
11950,144,144,3,3,2,Departamento
7200,120,120,3,2,1,Departamento
12200,175,175,4,3,2,Departamento
8500,100,100,2,2,1,Departamento
5600,68,56,2,2,2,Departamento
6890,90.3,79.7,2,2,1,Departamento
20000,402,402,6,5,4,Departamento
4576.494471,100,100,3,2,0,Departamento
7500,95,83,3,2,1,Departamento
10000,160,140,4,3,1,Departamento
19500,420,345,6,5,4,Departamento
9000,160,98,3,2,0,Departamento
9900,95,95,2,2,1,Departamento
20000,311,311,5,4,4,Departamento
10725,143,143,4,3,2,Departamento
15850,177,150,4,3,2,Departamento
8173,137,129.35,4,3,2,Departamento
3990,45,36,1,1,2,Departamento
6000,65,65,2,2,1,Departamento
9900,120,120,4,3,1,Departamento
6550,78.18,62.22,2,2,1,Departamento
7750,100,100,4,3,1,Departamento
6210.956782,111.4,93.1,3,3,0,Departamento
3170.856883,55,45,1,1,1,Departamento
12500,149.94,123.76,3,3,1,Departamento
7500,105,105,3,2,1,Departamento
6200,110,110,3,3,2,Departamento
5800,69,56,2,2,1,Departamento
17000,200.85,175.46,4,3,0,Departamento
28500,350,350,3,5,3,Departamento
4100,45,40,1,1,1,Departamento
4300,62,55,2,2,1,Departamento
4490,79,79,2,2,1,Departamento
6700,80,80,3,2,1,Departamento
4739.940702,64,64,2,2,1,Departamento
4900,80,75,3,2,1,Departamento
8700,157,140,4,3,2,Departamento
19500,250,250,5,4,3,Departamento
11500,170,140,4,3,2,Departamento
5300,80,80,2,1,1,Departamento
4900,74,65,2,2,0,Departamento
6150,79.7,69.1,2,2,1,Departamento
18000,264,264,4,4,2,Departamento
7200,88,76,2,2,1,Departamento
8000,166,166,3,2,2,Departamento
7000,70,60,2,2,1,Departamento
14000,227,137,3,2,5,Departamento
7500,100,90,3,2,1,Departamento
6650,98,86,3,2,1,Departamento
20000,390,290,5,3,4,Departamento
10000,120,120,4,3,1,Departamento
14000,147,159,5,5,0,Departamento
12748.80603,280,280,3,3,6,Departamento
7900,160,140,4,3,2,Departamento
9900,120,120,4,3,1,Departamento
3150,39,34,1,1,1,Departamento
14999,177,150,4,3,2,Departamento
6500,88,88,2,2,1,Departamento
12000,157,112,4,3,2,Departamento
12900,140,121,3,3,1,Departamento
7700,105,105,3,2,1,Departamento
5150,91,91,3,2,1,Departamento
11800,180,140,4,4,1,Departamento
13900,129,129,3,3,1,Departamento
3100,47.26,40.84,1,1,0,Departamento
21000,420,345,6,5,4,Departamento
5491.793365,75,65,1,2,1,Departamento
13729.48341,235,175,5,4,2,Departamento
8200,93,76,3,2,2,Departamento
5950,80,80,2,2,1,Departamento
10700,146,140,5,4,2,Departamento
7400,85,80,3,3,0,Departamento
7950,122,122,4,2,2,Departamento
3700,34,34,1,1,1,Departamento
18200,305,217.15,4,4,0,Departamento
3660,47,47,1,1,1,Departamento
4500,48,48,2,2,1,Departamento
3200,50,50,1,1,1,Departamento
4641.872963,81,75,2,2,1,Departamento
3200,40,34,1,1,0,Departamento
5300,110,110,3,2,1,Departamento
7700,140,140,4,2,2,Departamento
9500,165,140,3,2,0,Departamento
17499,270,240,5,4,3,Departamento
11500,141,119,3,3,2,Departamento
9800,150,120,4,3,0,Departamento
9450,120,90,3,2,2,Departamento
3200,40,40,1,1,1,Departamento
25500,321,268,4,4,2,Departamento
5837,70.84,70.84,2,2,1,Departamento
2870,35,35,1,1,0,Departamento
6500,111.4,93.1,3,3,1,Departamento
7500,90.37,68.6,2,2,0,Departamento
23500,480,300,5,3,3,Departamento
9500,140,140,3,2,2,Departamento
5900,85,85,3,2,0,Departamento
11592,139,139,4,3,0,Departamento
6200,76,63,2,2,1,Departamento
7500,95,95,3,2,1,Departamento
12000,148,111,4,3,2,Departamento
3759.263315,45,45,1,1,1,Departamento
19500,320,330,3,4,3,Departamento
7250,79,44,3,3,1,Departamento
5400,50,50,1,1,1,Departamento
11500,170,170,3,3,1,Departamento
10200,110,110,4,3,0,Departamento
17000,182,140,4,3,0,Departamento
17000,299,242,4,4,0,Departamento
5880,89,79,2,2,1,Departamento
5491.793365,80,68,2,2,1,Departamento
5400,110,110,3,2,0,Departamento
8000,110,96,3,2,2,Departamento
10500,200,110,3,2,0,Departamento
5066.833164,84,65,3,2,1,Departamento
6485,155.98,124.71,3,3,1,Departamento
4800,75,75,2,2,2,Departamento
10000,121.6,93.62,3,3,2,Departamento
4500,48,48,1,1,1,Departamento
12000,165,140,3,3,2,Departamento
10100,125,100,4,3,1,Departamento
7200,110,110,3,2,2,Departamento
5800,117,108,3,2,1,Departamento
5590,87,87,3,2,1,Departamento
6900,90,90,2,2,2,Departamento
6080,82,71,3,2,2,Departamento
7600,134,121,3,3,0,Departamento
7845.419092,102,95,3,2,1,Departamento
6650,100,100,3,3,1,Departamento
3986,65,65,2,2,1,Departamento
13500,155,155,4,3,1,Departamento
6300,79.66,69.06,2,2,1,Departamento
12421.91356,130,100,4,3,0,Departamento
7000,100.89,100.89,3,4,1,Departamento
6400,100,70,2,2,1,Departamento
14000,184,164,3,3,0,Departamento
4899,74,65,2,2,1,Departamento
4800,50,46,2,1,1,Departamento
6700,115,115,3,3,1,Departamento
16800,270,270,4,4,4,Departamento
7400,81.17,61.41,2,2,0,Departamento
14000,240,200,4,4,2,Departamento
4249.602008,60,60,2,1,1,Departamento
6210.956782,98,98,3,3,1,Departamento
7500,105,105,2,2,1,Departamento
15300,181.67,150.81,4,4,2,Departamento
3922.709546,60,60,2,2,1,Departamento
5459.104119,109,100,3,2,0,Departamento
6374.403013,82,70,2,2,1,Departamento
4500,68,60,2,2,0,Departamento
6250,88,78,2,2,1,Departamento
5500,90,84,2,2,1,Departamento
4500,90,90,2,2,1,Departamento
10000,120,120,3,3,0,Departamento
9450,120,90,3,2,0,Departamento
14000,160,160,3,3,2,Departamento
4600,79,67,2,2,1,Departamento
9800,254,254,5,4,2,Departamento
13600,211,190,4,4,0,Departamento
7000,95.61,76.23,2,2,1,Departamento
4739.940702,80,75,2,1,1,Departamento
10500,143,143,4,3,2,Departamento
23199,297,297,6,5,4,Departamento
4300,50,50,2,2,1,Departamento
8300,110,90,3,2,1,Departamento
9789,137.25,137.25,3,3,1,Departamento
9500,148,140,4,3,2,Departamento
3560,45,39,1,1,1,Departamento
10000,130,120,3,3,0,Departamento
6050,82,82,2,2,1,Departamento
4990,85,80,3,2,1,Departamento
4700,48,48,1,1,1,Departamento
3970,70,70,2,1,1,Departamento
4850,53,53,2,2,1,Departamento
7390,105,105,3,3,1,Departamento
12000,148,111,4,3,2,Departamento
4250,77,68,3,2,1,Departamento
12300,171,135,4,4,2,Departamento
6390,71,81,3,3,1,Departamento
5200,70,57,2,2,1,Departamento
13500,168,140,3,2,0,Departamento
9500,140,140,3,3,2,Departamento
4600,70,70,2,2,1,Departamento
7700,85,75,3,2,1,Departamento
6230,90,80,2,2,1,Departamento
13700,190,170,3,2,1,Departamento
12000,175,175,3,3,2,Departamento
10100,130,130,3,2,1,Departamento
9900,120,120,4,3,1,Departamento
8950,114,114,3,3,2,Departamento
12900,134,116,3,2,1,Departamento
5950,104,88,3,2,1,Departamento
4550,70,70,2,2,1,Departamento
6000,94,85,3,2,1,Departamento
6080.199797,80,70,3,2,2,Departamento
13107,218,218,4,4,1,Departamento
8500,100,85,2,2,0,Departamento
4500,71,65,2,2,1,Departamento
6600,91.4,81.53,3,2,0,Departamento
5350,75,75,2,2,0,Departamento
10500,193,162,3,3,1,Departamento
6000,100,100,3,2,1,Departamento
7700,140,129,4,3,2,Departamento
6500,85,85,3,2,2,Departamento
5150,130,130,3,2,1,Departamento
11000,103.47,103.47,3,3,2,Departamento
9800,248,248,5,4,2,Departamento
11900,173,151,4,4,3,Departamento
4600,85,65,2,2,1,Departamento
9900,140,120,4,3,0,Departamento
5500,83,70,3,2,1,Departamento
10484,209,209,4,4,1,Departamento
9800,122,122,3,3,2,Departamento
6000,85,85,3,2,1,Departamento
4576.494471,75,75,2,1,1,Departamento
17500,240,240,4,4,3,Departamento
6800,70,70,2,2,1,Departamento
7900,130,130,3,3,2,Departamento
6874,77,63,2,2,0,Departamento
5200,95,90,3,2,1,Departamento
4413.04824,84,75,3,2,1,Departamento
5100,98,98,3,2,1,Departamento
19000,386.38,264.08,3,4,5,Departamento
14000,167,122,3,3,2,Departamento
